id,text,aspects,category
1152,If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.,"{'term': array(['music', 'bottle minimun'], dtype=object), 'polarity': array(['negative', 'negative'], dtype=object), 'from': array([ 17, 105], dtype=int16), 'to': array([ 22, 119], dtype=int16)}","{'category': array(['ambience', 'price'], dtype=object), 'polarity': array(['negative', 'negative'], dtype=object)}"
2894,All of my co-workers stated that the food was amazing and wondered why they hadn't heard about this place.,"{'term': array(['food'], dtype=object), 'polarity': array(['positive'], dtype=object), 'from': array([37], dtype=int16), 'to': array([41], dtype=int16)}","{'category': array(['food'], dtype=object), 'polarity': array(['positive'], dtype=object)}"
2591,"Anyway, this is the last time I cross the williamsburg.","{'term': array([''], dtype=object), 'polarity': array([''], dtype=object), 'from': array([0], dtype=int16), 'to': array([0], dtype=int16)}","{'category': array(['anecdotes/miscellaneous'], dtype=object), 'polarity': array(['negative'], dtype=object)}"
833,Metrazur has a beautiful spot overlooking the main terminal.,"{'term': array(['spot'], dtype=object), 'polarity': array(['positive'], dtype=object), 'from': array([25], dtype=int16), 'to': array([29], dtype=int16)}","{'category': array(['ambience'], dtype=object), 'polarity': array(['positive'], dtype=object)}"
461,Friendly staff that actually lets you enjoy your meal and the company you're with.,"{'term': array(['staff', 'meal'], dtype=object), 'polarity': array(['positive', 'positive'], dtype=object), 'from': array([ 9, 49], dtype=int16), 'to': array([14, 53], dtype=int16)}","{'category': array(['service'], dtype=object), 'polarity': array(['positive'], dtype=object)}"
2830,"When I'm feeling stressed by the noise and congestion around my office, I head for Cafe St. Bart's.","{'term': array([''], dtype=object), 'polarity': array([''], dtype=object), 'from': array([0], dtype=int16), 'to': array([0], dtype=int16)}","{'category': array(['anecdotes/miscellaneous'], dtype=object), 'polarity': array(['neutral'], dtype=object)}"
1356,Guess the 555Soul ads didn't launch her big modeling career.,"{'term': array([''], dtype=object), 'polarity': array([''], dtype=object), 'from': array([0], dtype=int16), 'to': array([0], dtype=int16)}","{'category': array(['anecdotes/miscellaneous'], dtype=object), 'polarity': array(['neutral'], dtype=object)}"
539,The restaurant is rather small but we were lucky to get a table quickly.,"{'term': array(['table'], dtype=object), 'polarity': array(['positive'], dtype=object), 'from': array([58], dtype=int16), 'to': array([63], dtype=int16)}","{'category': array(['service', 'ambience'], dtype=object), 'polarity': array(['positive', 'negative'], dtype=object)}"
836,"Besides, we were on vacation!","{'term': array([''], dtype=object), 'polarity': array([''], dtype=object), 'from': array([0], dtype=int16), 'to': array([0], dtype=int16)}","{'category': array(['anecdotes/miscellaneous'], dtype=object), 'polarity': array(['neutral'], dtype=object)}"
2533,I love this cozy around the way Rest.,"{'term': array([''], dtype=object), 'polarity': array([''], dtype=object), 'from': array([0], dtype=int16), 'to': array([0], dtype=int16)}","{'category': array(['ambience'], dtype=object), 'polarity': array(['positive'], dtype=object)}"
1435,"Quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and vegetables.","{'term': array(['Quality of food', 'price', 'pork', 'fish', 'chicken', 'lamb',
       'vegetables'], dtype=object), 'polarity': array(['positive', 'positive', 'positive', 'positive', 'positive',
       'positive', 'positive'], dtype=object), 'from': array([ 0, 33, 58, 64, 70, 79, 88], dtype=int16), 'to': array([15, 38, 62, 68, 77, 83, 98], dtype=int16)}","{'category': array(['food', 'price'], dtype=object), 'polarity': array(['positive', 'positive'], dtype=object)}"
3208,Don't leave without trying One Night in Tokyo.,"{'term': array([''], dtype=object), 'polarity': array([''], dtype=object), 'from': array([0], dtype=int16), 'to': array([0], dtype=int16)}","{'category': array(['anecdotes/miscellaneous'], dtype=object), 'polarity': array(['positive'], dtype=object)}"
3126,Save yourself the time and trouble and skip this one!,"{'term': array([''], dtype=object), 'polarity': array([''], dtype=object), 'from': array([0], dtype=int16), 'to': array([0], dtype=int16)}","{'category': array(['anecdotes/miscellaneous'], dtype=object), 'polarity': array(['negative'], dtype=object)}"
1455,This is my favorite Italian restaurant in all of New York City.,"{'term': array([''], dtype=object), 'polarity': array([''], dtype=object), 'from': array([0], dtype=int16), 'to': array([0], dtype=int16)}","{'category': array(['anecdotes/miscellaneous'], dtype=object), 'polarity': array(['positive'], dtype=object)}"
2225,"The place is a little tight and on a cold day, the seating by the entranceway can be pretty drafty.","{'term': array(['seating', 'place'], dtype=object), 'polarity': array(['negative', 'negative'], dtype=object), 'from': array([51,  4], dtype=int16), 'to': array([58,  9], dtype=int16)}","{'category': array(['ambience'], dtype=object), 'polarity': array(['negative'], dtype=object)}"
1056,The appetizing is excellent - just as good as Zabars Barney Greengrass at a reasonable price (if bought by the pound).,"{'term': array(['appetizing', 'price'], dtype=object), 'polarity': array(['positive', 'positive'], dtype=object), 'from': array([ 4, 87], dtype=int16), 'to': array([14, 92], dtype=int16)}","{'category': array(['food', 'price'], dtype=object), 'polarity': array(['positive', 'positive'], dtype=object)}"
3582,"But, they were too big for the bun.","{'term': array(['bun'], dtype=object), 'polarity': array(['neutral'], dtype=object), 'from': array([31], dtype=int16), 'to': array([34], dtype=int16)}","{'category': array(['food'], dtype=object), 'polarity': array(['negative'], dtype=object)}"
2708,"The food is fresh, delicious, and reasonably priced.","{'term': array(['food', 'priced'], dtype=object), 'polarity': array(['positive', 'positive'], dtype=object), 'from': array([ 4, 45], dtype=int16), 'to': array([ 8, 51], dtype=int16)}","{'category': array(['food', 'price'], dtype=object), 'polarity': array(['positive', 'positive'], dtype=object)}"
275,Raga stands out with an interesting fusion of French and Indian cooking.,"{'term': array(['fusion of French and Indian cooking'], dtype=object), 'polarity': array(['positive'], dtype=object), 'from': array([36], dtype=int16), 'to': array([71], dtype=int16)}","{'category': array(['food'], dtype=object), 'polarity': array(['positive'], dtype=object)}"
2105,"A few tips: skip the turnip cake, roast pork buns and egg custards.","{'term': array(['turnip cake', 'roast pork buns', 'egg custards'], dtype=object), 'polarity': array(['negative', 'negative', 'negative'], dtype=object), 'from': array([21, 34, 54], dtype=int16), 'to': array([32, 49, 66], dtype=int16)}","{'category': array(['food'], dtype=object), 'polarity': array(['negative'], dtype=object)}"
2152,The bagels are fabulous.,"{'term': array(['bagels'], dtype=object), 'polarity': array(['positive'], dtype=object), 'from': array([4], dtype=int16), 'to': array([10], dtype=int16)}","{'category': array(['food'], dtype=object), 'polarity': array(['positive'], dtype=object)}"
191,"Oh yes, and they lie on the phone, claiming they have seating in the garden, then of course the seats are not available.","{'term': array(['seating in the garden', 'seats'], dtype=object), 'polarity': array(['neutral', 'neutral'], dtype=object), 'from': array([54, 96], dtype=int16), 'to': array([ 75, 101], dtype=int16)}","{'category': array(['service'], dtype=object), 'polarity': array(['negative'], dtype=object)}"
3319,Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.,"{'term': array(['service', 'place', 'water'], dtype=object), 'polarity': array(['positive', 'positive', 'neutral'], dtype=object), 'from': array([ 77, 123,  42], dtype=int16), 'to': array([ 84, 128,  47], dtype=int16)}","{'category': array(['service', 'ambience'], dtype=object), 'polarity': array(['positive', 'positive'], dtype=object)}"
3681,"The food was very good, a great deal, and the place its self was great.","{'term': array(['food', 'place'], dtype=object), 'polarity': array(['positive', 'positive'], dtype=object), 'from': array([ 4, 46], dtype=int16), 'to': array([ 8, 51], dtype=int16)}","{'category': array(['food', 'ambience'], dtype=object), 'polarity': array(['positive', 'positive'], dtype=object)}"
2171,The food options rule.,"{'term': array(['food options'], dtype=object), 'polarity': array(['positive'], dtype=object), 'from': array([4], dtype=int16), 'to': array([16], dtype=int16)}","{'category': array(['food'], dtype=object), 'polarity': array(['positive'], dtype=object)}"
3462,A great choice at any cost and a great deal.,"{'term': array(['cost'], dtype=object), 'polarity': array(['positive'], dtype=object), 'from': array([22], dtype=int16), 'to': array([26], dtype=int16)}","{'category': array(['anecdotes/miscellaneous', 'price'], dtype=object), 'polarity': array(['positive', 'positive'], dtype=object)}"
1087,"Anybody who likes this place must be from a different planet, where greasy, dry and tasteless are complimentary.","{'term': array([''], dtype=object), 'polarity': array([''], dtype=object), 'from': array([0], dtype=int16), 'to': array([0], dtype=int16)}","{'category': array(['food'], dtype=object), 'polarity': array(['negative'], dtype=object)}"
1865,"We ate here in March, 2006 and ordered the pre-theatre 3-course dinner with wine flight.","{'term': array(['pre-theatre 3-course dinner', 'wine flight'], dtype=object), 'polarity': array(['neutral', 'neutral'], dtype=object), 'from': array([43, 76], dtype=int16), 'to': array([70, 87], dtype=int16)}","{'category': array(['food'], dtype=object), 'polarity': array(['neutral'], dtype=object)}"
1380,Definately check it out!!!,"{'term': array([''], dtype=object), 'polarity': array([''], dtype=object), 'from': array([0], dtype=int16), 'to': array([0], dtype=int16)}","{'category': array(['anecdotes/miscellaneous'], dtype=object), 'polarity': array(['positive'], dtype=object)}"
3421,"Probably much busier for lunch, it's seldom crowded for dinner (too close to downtown).","{'term': array(['lunch', 'dinner'], dtype=object), 'polarity': array(['neutral', 'neutral'], dtype=object), 'from': array([25, 56], dtype=int16), 'to': array([30, 62], dtype=int16)}","{'category': array(['ambience'], dtype=object), 'polarity': array(['neutral'], dtype=object)}"
1293,"Their calzones are horrific, bad, vomit-inducing, YUCK.","{'term': array(['calzones'], dtype=object), 'polarity': array(['negative'], dtype=object), 'from': array([6], dtype=int16), 'to': array([14], dtype=int16)}","{'category': array(['food'], dtype=object), 'polarity': array(['negative'], dtype=object)}"
3475,It takes forever to get a drink and they almost always forget to bring something (although they dont forget to charge you for it.,"{'term': array(['drink'], dtype=object), 'polarity': array(['neutral'], dtype=object), 'from': array([26], dtype=int16), 'to': array([31], dtype=int16)}","{'category': array(['service'], dtype=object), 'polarity': array(['negative'], dtype=object)}"
818,The place itself is beautiful the bar scene seems to be happening.,"{'term': array(['place', 'bar scene'], dtype=object), 'polarity': array(['positive', 'positive'], dtype=object), 'from': array([ 4, 34], dtype=int16), 'to': array([ 9, 43], dtype=int16)}","{'category': array(['ambience'], dtype=object), 'polarity': array(['positive'], dtype=object)}"
2893,"Saturday, Nov. 6th I had a group from work come in with about 35 people and the staff was amazing to accomodate us.","{'term': array(['staff'], dtype=object), 'polarity': array(['positive'], dtype=object), 'from': array([80], dtype=int16), 'to': array([85], dtype=int16)}","{'category': array(['service'], dtype=object), 'polarity': array(['positive'], dtype=object)}"
3170,"Good spreads, great beverage selections and bagels really tasty.","{'term': array(['spreads', 'beverage selections', 'bagels'], dtype=object), 'polarity': array(['positive', 'positive', 'positive'], dtype=object), 'from': array([ 5, 20, 44], dtype=int16), 'to': array([12, 39, 50], dtype=int16)}","{'category': array(['food'], dtype=object), 'polarity': array(['positive'], dtype=object)}"
2932,"First, the waiter who served us neglected to fill us in on the specials, which I would have chosen had I known about them.","{'term': array(['waiter', 'specials', 'served'], dtype=object), 'polarity': array(['negative', 'positive', 'negative'], dtype=object), 'from': array([11, 63, 22], dtype=int16), 'to': array([17, 71, 28], dtype=int16)}","{'category': array(['service'], dtype=object), 'polarity': array(['negative'], dtype=object)}"
2575,We will be back.,"{'term': array([''], dtype=object), 'polarity': array([''], dtype=object), 'from': array([0], dtype=int16), 'to': array([0], dtype=int16)}","{'category': array(['anecdotes/miscellaneous'], dtype=object), 'polarity': array(['positive'], dtype=object)}"
451,"Also, top the meal with a delicious and perfect slice of tiramisu.","{'term': array(['tiramisu', 'meal'], dtype=object), 'polarity': array(['positive', 'neutral'], dtype=object), 'from': array([57, 14], dtype=int16), 'to': array([65, 18], dtype=int16)}","{'category': array(['food'], dtype=object), 'polarity': array(['positive'], dtype=object)}"
3700,It seems like this is a place the locals like and the people working here liked it too.,"{'term': array([''], dtype=object), 'polarity': array([''], dtype=object), 'from': array([0], dtype=int16), 'to': array([0], dtype=int16)}","{'category': array(['anecdotes/miscellaneous'], dtype=object), 'polarity': array(['positive'], dtype=object)}"
119,Check out the secret back room.,"{'term': array(['secret back room'], dtype=object), 'polarity': array(['positive'], dtype=object), 'from': array([14], dtype=int16), 'to': array([30], dtype=int16)}","{'category': array(['ambience'], dtype=object), 'polarity': array(['positive'], dtype=object)}"
2817,"It's also attached to Angel's Share, which is a cool, more romantic bar...","{'term': array(['bar'], dtype=object), 'polarity': array(['positive'], dtype=object), 'from': array([68], dtype=int16), 'to': array([71], dtype=int16)}","{'category': array(['ambience'], dtype=object), 'polarity': array(['positive'], dtype=object)}"
2517,"Authentic food and they have REAL service, not just the rush you get sometimes when they try to push you out the door.","{'term': array(['food', 'service'], dtype=object), 'polarity': array(['positive', 'positive'], dtype=object), 'from': array([10, 34], dtype=int16), 'to': array([14, 41], dtype=int16)}","{'category': array(['food', 'service'], dtype=object), 'polarity': array(['positive', 'positive'], dtype=object)}"
2883,Stick to the gulab jamun.,"{'term': array(['gulab jamun'], dtype=object), 'polarity': array(['positive'], dtype=object), 'from': array([13], dtype=int16), 'to': array([24], dtype=int16)}","{'category': array(['food'], dtype=object), 'polarity': array(['positive'], dtype=object)}"
556,"I am amazed by the poor reviews- I find this place to be standout Italian in an area flooded with Italian- great prices, great atmosphere, good service and a wonderful wine list.","{'term': array(['prices', 'atmosphere', 'service', 'wine list'], dtype=object), 'polarity': array(['positive', 'positive', 'positive', 'positive'], dtype=object), 'from': array([113, 127, 144, 168], dtype=int16), 'to': array([119, 137, 151, 177], dtype=int16)}","{'category': array(['food', 'service', 'ambience', 'price'], dtype=object), 'polarity': array(['positive', 'positive', 'positive', 'positive'], dtype=object)}"
563,I was back-to-back with the diner at the table behind me and wait staff had to hoist trays over our heads as they squeezed past us again and again.,"{'term': array(['diner', 'wait staff', 'table'], dtype=object), 'polarity': array(['neutral', 'negative', 'negative'], dtype=object), 'from': array([28, 61, 41], dtype=int16), 'to': array([33, 71, 46], dtype=int16)}","{'category': array(['service', 'ambience'], dtype=object), 'polarity': array(['negative', 'negative'], dtype=object)}"
924,With the theater 2 blocks away we had a delicious meal in a beautiful room.,"{'term': array(['meal', 'room'], dtype=object), 'polarity': array(['positive', 'positive'], dtype=object), 'from': array([50, 70], dtype=int16), 'to': array([54, 74], dtype=int16)}","{'category': array(['food', 'ambience'], dtype=object), 'polarity': array(['positive', 'positive'], dtype=object)}"
3113,"I was a little leary about Mary's at first - it's small, crowded and you usually have to wait on line - but I'm glad I finally tried it.","{'term': array([''], dtype=object), 'polarity': array([''], dtype=object), 'from': array([0], dtype=int16), 'to': array([0], dtype=int16)}","{'category': array(['ambience', 'anecdotes/miscellaneous'], dtype=object), 'polarity': array(['negative', 'positive'], dtype=object)}"
2164,We were not dissappointed in the least bit by this little gem.,"{'term': array([''], dtype=object), 'polarity': array([''], dtype=object), 'from': array([0], dtype=int16), 'to': array([0], dtype=int16)}","{'category': array(['anecdotes/miscellaneous'], dtype=object), 'polarity': array(['positive'], dtype=object)}"
3461,Also very inexpensive.,"{'term': array([''], dtype=object), 'polarity': array([''], dtype=object), 'from': array([0], dtype=int16), 'to': array([0], dtype=int16)}","{'category': array(['price'], dtype=object), 'polarity': array(['positive'], dtype=object)}"
3041,"We've only eaten in the restaurant once, but we have ordered many times for dinner.","{'term': array(['dinner'], dtype=object), 'polarity': array(['neutral'], dtype=object), 'from': array([76], dtype=int16), 'to': array([82], dtype=int16)}","{'category': array(['anecdotes/miscellaneous'], dtype=object), 'polarity': array(['neutral'], dtype=object)}"
2459,I got enough reasons to keep coming back!!!,"{'term': array([''], dtype=object), 'polarity': array([''], dtype=object), 'from': array([0], dtype=int16), 'to': array([0], dtype=int16)}","{'category': array(['anecdotes/miscellaneous'], dtype=object), 'polarity': array(['positive'], dtype=object)}"
1013,By far this is the only chinese desserts place I know in NY or anywhere close in the Northeastern America that serves desserts with frog jelly in a couple of varieties and pig feet ginger simmered in black vinegar.,"{'term': array(['pig feet ginger simmered in black vinegar',
       'desserts with frog jelly'], dtype=object), 'polarity': array(['positive', 'positive'], dtype=object), 'from': array([172, 118], dtype=int16), 'to': array([213, 142], dtype=int16)}","{'category': array(['food'], dtype=object), 'polarity': array(['positive'], dtype=object)}"
193,The food is great and reasonably priced.,"{'term': array(['food', 'priced'], dtype=object), 'polarity': array(['positive', 'positive'], dtype=object), 'from': array([ 4, 33], dtype=int16), 'to': array([ 8, 39], dtype=int16)}","{'category': array(['food', 'price'], dtype=object), 'polarity': array(['positive', 'positive'], dtype=object)}"
1569,The characters really make for an enjoyable experience.,"{'term': array([''], dtype=object), 'polarity': array([''], dtype=object), 'from': array([0], dtype=int16), 'to': array([0], dtype=int16)}","{'category': array(['ambience'], dtype=object), 'polarity': array(['positive'], dtype=object)}"
2217,I would definitely recommend SEA if you like thai cuisine!,"{'term': array(['thai cuisine'], dtype=object), 'polarity': array(['positive'], dtype=object), 'from': array([45], dtype=int16), 'to': array([57], dtype=int16)}","{'category': array(['food'], dtype=object), 'polarity': array(['positive'], dtype=object)}"
78,"Over the years the host, Vittorio, and his crew, have always treated me as family--although with all the business this not-so-little gem does, it amazing he's even able to remember a consistent but not-so-frequent visitor.","{'term': array(['crew', 'host'], dtype=object), 'polarity': array(['positive', 'positive'], dtype=object), 'from': array([43, 19], dtype=int16), 'to': array([47, 23], dtype=int16)}","{'category': array(['service'], dtype=object), 'polarity': array(['positive'], dtype=object)}"
2280,"The restuarant itself is not large, but seems to have several round tables to accomodate large groups hoping to save a buck to eat authentic Taiwanese.","{'term': array(['round tables', 'Taiwanese'], dtype=object), 'polarity': array(['positive', 'positive'], dtype=object), 'from': array([ 62, 141], dtype=int16), 'to': array([ 74, 150], dtype=int16)}","{'category': array(['ambience', 'price', 'food'], dtype=object), 'polarity': array(['conflict', 'positive', 'positive'], dtype=object)}"
3424,"My husband said he could've eaten several more, the portion was fine for me he even exclaimed that the french fries were the best he has had.","{'term': array(['portion', 'french fries'], dtype=object), 'polarity': array(['conflict', 'positive'], dtype=object), 'from': array([ 52, 103], dtype=int16), 'to': array([ 59, 115], dtype=int16)}","{'category': array(['food'], dtype=object), 'polarity': array(['conflict'], dtype=object)}"
3641,You cannot go wrong with this place.,"{'term': array([''], dtype=object), 'polarity': array([''], dtype=object), 'from': array([0], dtype=int16), 'to': array([0], dtype=int16)}","{'category': array(['anecdotes/miscellaneous'], dtype=object), 'polarity': array(['positive'], dtype=object)}"
1707,"It is the type of place to run into old friends and have a late, raucus dinner.","{'term': array(['dinner'], dtype=object), 'polarity': array(['positive'], dtype=object), 'from': array([72], dtype=int16), 'to': array([78], dtype=int16)}","{'category': array(['anecdotes/miscellaneous'], dtype=object), 'polarity': array(['positive'], dtype=object)}"
2766,"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.","{'term': array(['food', 'dishes', 'specials', 'regular menu-fare'], dtype=object), 'polarity': array(['positive', 'positive', 'positive', 'positive'], dtype=object), 'from': array([ 4, 72, 33, 49], dtype=int16), 'to': array([ 8, 78, 41, 66], dtype=int16)}","{'category': array(['food'], dtype=object), 'polarity': array(['positive'], dtype=object)}"
667,Prices are in line.,"{'term': array(['Prices'], dtype=object), 'polarity': array(['neutral'], dtype=object), 'from': array([0], dtype=int16), 'to': array([6], dtype=int16)}","{'category': array(['price'], dtype=object), 'polarity': array(['neutral'], dtype=object)}"
1600,"The combination of fresh tomato sauce, fresh mozz cheese, basil and the dough they make with imported flour, makes this is one of the better pizza's in NY.","{'term': array(['fresh tomato sauce', 'fresh mozz cheese', 'basil', 'dough',
       'pizza', 'flour'], dtype=object), 'polarity': array(['positive', 'positive', 'positive', 'positive', 'positive',
       'positive'], dtype=object), 'from': array([ 19,  39,  58,  72, 141, 102], dtype=int16), 'to': array([ 37,  56,  63,  77, 146, 107], dtype=int16)}","{'category': array(['food'], dtype=object), 'polarity': array(['positive'], dtype=object)}"
134,The food is prepared quickly and efficiently.,"{'term': array(['food'], dtype=object), 'polarity': array(['positive'], dtype=object), 'from': array([4], dtype=int16), 'to': array([8], dtype=int16)}","{'category': array(['food'], dtype=object), 'polarity': array(['positive'], dtype=object)}"
3336,and for this i had to shell out a small fortune?,"{'term': array([''], dtype=object), 'polarity': array([''], dtype=object), 'from': array([0], dtype=int16), 'to': array([0], dtype=int16)}","{'category': array(['price'], dtype=object), 'polarity': array(['negative'], dtype=object)}"
2421,"For all of you new to Indian food, try the Paneer Roll, it is a piece of heaven.","{'term': array(['Indian food', 'Paneer Roll'], dtype=object), 'polarity': array(['positive', 'positive'], dtype=object), 'from': array([22, 43], dtype=int16), 'to': array([33, 54], dtype=int16)}","{'category': array(['food'], dtype=object), 'polarity': array(['positive'], dtype=object)}"
159,The food looked very appetizing and delicious since it came on a variety of fancy plates.,"{'term': array(['food', 'plates'], dtype=object), 'polarity': array(['positive', 'positive'], dtype=object), 'from': array([ 4, 82], dtype=int16), 'to': array([ 8, 88], dtype=int16)}","{'category': array(['food'], dtype=object), 'polarity': array(['positive'], dtype=object)}"
1490,Both the fresh mozzerella slices and the Plain Cheese slice are phenomenal.,"{'term': array(['fresh mozzerella slices', 'Plain Cheese slice'], dtype=object), 'polarity': array(['positive', 'positive'], dtype=object), 'from': array([ 9, 41], dtype=int16), 'to': array([32, 59], dtype=int16)}","{'category': array(['food'], dtype=object), 'polarity': array(['positive'], dtype=object)}"
3546,I have tried literally every restaurant on curry row.,"{'term': array([''], dtype=object), 'polarity': array([''], dtype=object), 'from': array([0], dtype=int16), 'to': array([0], dtype=int16)}","{'category': array(['anecdotes/miscellaneous'], dtype=object), 'polarity': array(['neutral'], dtype=object)}"
1548,"The food is terrible and overall, I would have to say avoid at all costs.","{'term': array(['food'], dtype=object), 'polarity': array(['negative'], dtype=object), 'from': array([4], dtype=int16), 'to': array([8], dtype=int16)}","{'category': array(['food'], dtype=object), 'polarity': array(['negative'], dtype=object)}"
2107,"I've been to this monster sushi twice, the 46th st once, the 23rd st one a number of times.","{'term': array([''], dtype=object), 'polarity': array([''], dtype=object), 'from': array([0], dtype=int16), 'to': array([0], dtype=int16)}","{'category': array(['anecdotes/miscellaneous'], dtype=object), 'polarity': array(['neutral'], dtype=object)}"
1709,"Unfortunately, the food was NOT something to get worked up about.","{'term': array(['food'], dtype=object), 'polarity': array(['negative'], dtype=object), 'from': array([19], dtype=int16), 'to': array([23], dtype=int16)}","{'category': array(['food'], dtype=object), 'polarity': array(['negative'], dtype=object)}"
1550,"It's constantly open, catering to the Pakistani cabbies lined up on Crosby St., so there's more turnover with the food than you'd expect (i.e., surprisingly fresh).","{'term': array(['food'], dtype=object), 'polarity': array(['positive'], dtype=object), 'from': array([114], dtype=int16), 'to': array([118], dtype=int16)}","{'category': array(['food', 'ambience'], dtype=object), 'polarity': array(['positive', 'positive'], dtype=object)}"
3305,I had Filet Mignon with garlic mash.,"{'term': array(['Filet Mignon with garlic mash'], dtype=object), 'polarity': array(['neutral'], dtype=object), 'from': array([6], dtype=int16), 'to': array([35], dtype=int16)}","{'category': array(['food'], dtype=object), 'polarity': array(['neutral'], dtype=object)}"
874,"I went at 6:00 PM specifically for the pre-theater menu ($19.95 for roasted tomato soup with chevre, steak frites, creme brulee) and it was marvelous.","{'term': array(['pre-theater menu', 'roasted tomato soup with chevre',
       'steak frites', 'creme brulee'], dtype=object), 'polarity': array(['positive', 'positive', 'positive', 'positive'], dtype=object), 'from': array([ 39,  68, 101, 115], dtype=int16), 'to': array([ 55,  99, 113, 127], dtype=int16)}","{'category': array(['food', 'price'], dtype=object), 'polarity': array(['positive', 'positive'], dtype=object)}"
3116,"The waitstaff were attentive, polite and helpful - an impressive feat in such close quarters.","{'term': array(['waitstaff'], dtype=object), 'polarity': array(['positive'], dtype=object), 'from': array([4], dtype=int16), 'to': array([13], dtype=int16)}","{'category': array(['service'], dtype=object), 'polarity': array(['positive'], dtype=object)}"
2707,Go inside and you won't want to leave.,"{'term': array([''], dtype=object), 'polarity': array([''], dtype=object), 'from': array([0], dtype=int16), 'to': array([0], dtype=int16)}","{'category': array(['anecdotes/miscellaneous'], dtype=object), 'polarity': array(['positive'], dtype=object)}"
2630,I loving bringing friends here - and I do so every chance I get.,"{'term': array([''], dtype=object), 'polarity': array([''], dtype=object), 'from': array([0], dtype=int16), 'to': array([0], dtype=int16)}","{'category': array(['anecdotes/miscellaneous'], dtype=object), 'polarity': array(['positive'], dtype=object)}"
3353,"- the bread at the beginning is super tasty and makes you want more - the pizza is delicious and comes in personal sizes, however be warned that the Peter's Favourite pizza with prosciutto and baby arugula is actually a margarite pizza with cold prosciutto and baby arugula on top, like a salad.","{'term': array(['bread', 'pizza',
       'margarite pizza with cold prosciutto and baby arugula on top',
       'salad',
       ""Peter's Favourite pizza with prosciutto and baby arugula""],
      dtype=object), 'polarity': array(['positive', 'positive', 'neutral', 'neutral', 'neutral'],
      dtype=object), 'from': array([  6,  74, 220, 289, 149], dtype=int16), 'to': array([ 11,  79, 280, 294, 205], dtype=int16)}","{'category': array(['food'], dtype=object), 'polarity': array(['positive'], dtype=object)}"
2081,"Yes, the prices are high, but I felt it was worth it.","{'term': array(['prices'], dtype=object), 'polarity': array(['conflict'], dtype=object), 'from': array([9], dtype=int16), 'to': array([15], dtype=int16)}","{'category': array(['price'], dtype=object), 'polarity': array(['conflict'], dtype=object)}"
533,"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.","{'term': array(['bruschettas', 'paninis', 'tramezzinis'], dtype=object), 'polarity': array(['positive', 'positive', 'positive'], dtype=object), 'from': array([23, 36, 45], dtype=int16), 'to': array([34, 43, 56], dtype=int16)}","{'category': array(['food'], dtype=object), 'polarity': array(['positive'], dtype=object)}"
972,"Have always found that the waiters will go out of their way to be helpful, despite the fact they are often busy with lots of diners.","{'term': array(['waiters', 'diners'], dtype=object), 'polarity': array(['positive', 'neutral'], dtype=object), 'from': array([ 27, 125], dtype=int16), 'to': array([ 34, 131], dtype=int16)}","{'category': array(['service'], dtype=object), 'polarity': array(['positive'], dtype=object)}"
3420,"While this isn't classical restaurant fare, the chef has given new life to an old cuisine with some really innovative and tasty dishes that are genuinely Indian without being heavy or same old restaurant burn-outs.","{'term': array(['chef', 'dishes', 'cuisine', 'Indian'], dtype=object), 'polarity': array(['positive', 'positive', 'neutral', 'positive'], dtype=object), 'from': array([ 48, 128,  82, 154], dtype=int16), 'to': array([ 52, 134,  89, 160], dtype=int16)}","{'category': array(['food'], dtype=object), 'polarity': array(['positive'], dtype=object)}"
2329,The owner truly caters to all your needs.,"{'term': array(['owner'], dtype=object), 'polarity': array(['positive'], dtype=object), 'from': array([4], dtype=int16), 'to': array([9], dtype=int16)}","{'category': array(['service'], dtype=object), 'polarity': array(['positive'], dtype=object)}"
1827,He takes real pride in his food and his business.,"{'term': array(['food'], dtype=object), 'polarity': array(['positive'], dtype=object), 'from': array([27], dtype=int16), 'to': array([31], dtype=int16)}","{'category': array(['service', 'food'], dtype=object), 'polarity': array(['positive', 'positive'], dtype=object)}"
692,Every time in New York I make it a point to visit Restaurant Saul on Smith Street.,"{'term': array([''], dtype=object), 'polarity': array([''], dtype=object), 'from': array([0], dtype=int16), 'to': array([0], dtype=int16)}","{'category': array(['anecdotes/miscellaneous'], dtype=object), 'polarity': array(['positive'], dtype=object)}"
217,My boyfriend and I went there to celebrate my birthday the other night and all I can say is that it was magnificent.,"{'term': array([''], dtype=object), 'polarity': array([''], dtype=object), 'from': array([0], dtype=int16), 'to': array([0], dtype=int16)}","{'category': array(['anecdotes/miscellaneous'], dtype=object), 'polarity': array(['positive'], dtype=object)}"
878,"So if you want a nice, enjoyable meal at Montparnasse, go early for the pre-theater prix-fixe.","{'term': array(['meal', 'pre-theater prix-fixe'], dtype=object), 'polarity': array(['positive', 'positive'], dtype=object), 'from': array([33, 72], dtype=int16), 'to': array([37, 93], dtype=int16)}","{'category': array(['food', 'price'], dtype=object), 'polarity': array(['positive', 'positive'], dtype=object)}"
